Frame,X,Y,Visibility,L,Theta
53,1512,411,1,17.841436438262463,-9.935849913089413
54,1596,399,1,15.628452837467194,-7.2117337785027615
55,1644,392,1,8.126030467450619,-7.333887663302104
56,1603,375,1,17.102600544691086,15.362935536471907
57,1536,358,1,15.522452771663666,14.078181317779395
58,1464,342,1,15.024760246276855,12.709999915528734
59,1406,331,1,12.744021341204643,9.96201823816525
60,1332,320,1,15.628291353583336,7.055672324814267
61,1276,312,1,13.152938574552536,8.80665705810239
62,1199,306,1,11.601806826889515,3.551581248669815
63,1156,302,1,13.038281500339508,4.149452028385812
64,1097,301,1,12.998836934566498,0.7666595581936868
65,1044,301,1,12.006647862493992,-0.9513292533880834
66,988,302,1,10.595450811088085,-5.502530132001195
67,926,307,1,9.584328182041645,-4.198807679972709
68,880,314,1,9.616956435143948,-9.680968724886721
69,828,320,1,11.101757258176804,-7.928101709179503
70,784,327,1,10.780527457594872,-10.581332479401555
71,743,335,1,10.060398548841476,-13.78768029782554
72,697,346,1,9.952619582414627,-14.9826992056671
73,660,341,1,10.733019709587097,26.53810391550099
74,627,326,1,9.611371502280235,25.81994427514445
75,590,310,1,8.270267054438591,22.798067085611358
76,555,296,1,8.723456934094429,21.076315053470502
77,525,286,1,9.013870179653168,19.51467893910534
78,492,276,1,8.380812481045723,18.102280336291013
79,461,267,1,8.239345014095306,16.37454162175675
80,431,260,1,7.388200610876083,13.357657988043666
81,405,254,1,5.2089497819542885,12.94473805491405
82,377,249,1,3.58775395154953,27.99492382514213
83,346,246,1,6.636567905545235,7.184911958041907
84,319,243,1,6.5188299380242825,3.7860301043965214
85,292,242,1,6.020378604531288,4.087963014777998
86,269,241,1,4.546887379139662,-3.054113147305799
87,250,243,1,3.117108166217804,-8.739268145184141
88,257,243,1,2.5,0.0
89,315,238,1,12.532812561839819,2.642481577737119
90,395,235,1,12.518101960420609,-1.1922544805602655
91,464,234,1,14.505472606047988,0.781835666402389
92,533,238,1,15.531374875456095,3.092272682871151
93,605,243,1,15.621945083141327,5.692974264670438
94,674,251,1,15.270085752010345,7.907076312950143
95,746,261,1,15.783626571297646,9.660021440355326
96,817,274,1,14.904289968311787,11.258214295483626
97,891,289,1,14.430861674249172,13.97704977134
98,965,309,1,13.271156147122383,17.1520874984432
99,1044,332,1,17.867523908615112,18.05545705946288
100,1111,354,1,17.080211222171783,18.82516879779235
101,1167,373,1,16.620742708444595,21.05687252951656
102,1245,404,1,16.543613106012344,23.092858170675843
103,1304,430,1,16.803020030260086,24.108354921877474
104,1382,460,1,10.295444503426552,11.234684877833706
105,1428,456,1,14.13955794274807,-7.036120792206328
106,1497,448,1,14.133555367588997,-6.134193942843438
107,1580,441,1,16.529167383909225,-2.8042834346543017
108,1634,437,1,11.598900310695171,-3.4231490846809733
109,1625,428,1,13.729106284677982,10.041054635282535
110,1568,418,1,15.693950243294239,10.7942592287299
111,1496,406,1,15.36295210570097,9.005552603261412
112,1428,398,1,12.146193459630013,6.231848904613479
113,1357,390,1,14.630788892507553,6.146705915096335
114,1289,385,1,14.615800723433495,4.74880210925045
115,1228,382,1,13.030034955590963,2.3456979009080112
116,1175,382,1,13.506179154850543,0.8981555336106386
117,1111,384,1,14.025702487677336,-1.9264017563982845
118,1056,386,1,13.602297723293304,-3.7704177236746186
119,993,392,1,13.63342310488224,-5.8387346238672
120,934,399,1,13.64336584508419,-7.0435253863290415
121,883,407,1,13.643684983253479,-9.753789862595179
122,832,415,1,11.856697231531143,-10.675365310124368
123,783,425,1,12.254512645304203,-13.064773541711311
124,732,437,1,11.18115484714508,-15.185792893535886
125,682,450,1,12.634213209152222,-15.653846327325724
126,637,445,1,12.53153058886528,21.400544952043287
127,599,431,1,10.591179072856903,20.790164382032227
128,556,417,1,10.109840080142021,17.16993754240288
129,524,408,1,9.010666459798813,17.910310120709138
130,481,395,1,8.243363857269287,15.542066096777662
131,445,387,1,10.194994688034058,12.709826296228753
132,405,379,1,9.809548072516918,11.695857267788766
133,368,373,1,9.202629208564758,9.057531638625031
134,334,369,1,9.053740084171295,7.432401320598734
135,295,366,1,8.542057082057,3.144497154615938
136,263,364,1,9.078272268176079,3.714633417507521
137,231,364,1,8.022240286692977,1.4139998868655994
138,202,365,1,7.512922080233693,-0.7802589113672177
139,170,366,1,6.557453170418739,-4.387548563402865
140,141,368,1,6.142924502491951,-7.376292340576873
141,195,362,1,13.635877013206482,-6.078006093970904
142,261,354,1,17.612024813890457,-5.680350486323533
143,373,346,1,22.022621285170317,-2.7693952266009636
144,459,343,1,19.014783369377255,-0.6051837520698997
145,566,342,1,17.52200147230178,0.9280890202284975
146,661,344,1,19.051188623532653,2.8609718973467473
147,743,349,1,18.02775439247489,3.1536128590075427
148,844,357,1,21.147866886109114,6.428074642890167
149,928,367,1,20.29689209163189,8.416501973803756
150,1000,378,1,18.741013824939728,9.687984854818543
151,1096,395,1,17.951079577207565,12.576302820787843
152,1181,414,1,16.607159286737442,13.389637645088511
153,1253,432,1,15.937770262360573,16.143674608724755
154,1334,456,1,13.590616762638092,19.391922485149387
155,1388,460,1,15.198881961405277,-7.600869649360953
156,1470,444,1,14.31682375073433,-11.418282767352872
157,1538,431,1,18.248184889554977,-9.268690182973929
158,1612,420,1,15.132410764694214,-7.976050121489553
159,1665,411,1,8.72597986459732,-11.090903511945536
160,1610,396,1,14.049773663282394,12.741504525368358
161,1544,382,1,16.274544775485992,11.932999625615587
162,1478,370,1,16.277819946408272,9.983840591951553
163,1412,360,1,13.645787388086319,7.5616570036397555
164,1333,351,1,14.679975148290396,5.888690375807447
165,1269,345,1,15.067236542701721,3.893909898615029
166,1216,342,1,14.534439325332642,3.985173201541284
167,1140,339,1,14.010159068740904,0.6306608041575162
168,1075,340,1,14.006998904980719,-1.0951656597755506
169,1027,342,1,14.020413989201188,-1.4141427048345447
170,969,346,1,14.035619728267193,-4.23754040672038
171,905,352,1,13.58295427635312,-6.585229155029987
172,849,359,1,13.220043055713177,-7.884084338710463
173,802,367,1,11.75828891992569,-9.8658794149407
174,746,377,1,12.958510413765907,-12.287497207745531
175,701,386,1,11.989344753324986,-12.780674364776951
176,656,397,1,11.693176090717316,-17.440398592782284
177,607,408,1,9.031663905829191,-2.19205615384852
178,563,395,1,11.041412070393562,22.405166189636798
179,529,383,1,9.013579368591309,19.906929447189952
180,486,366,1,9.008736789226532,21.37539439369852
181,452,356,1,9.486720085144043,18.71537107556602
182,415,345,1,9.631155923008919,17.089965292750982
183,380,336,1,9.823205545544624,15.140692033490472
184,347,329,1,8.8406992405653,12.60476215085163
185,315,323,1,7.238559931516647,9.82099296719267
186,282,319,1,8.13937895745039,10.777440852131933
187,246,314,1,8.052044816315174,4.24082606235279
188,217,312,1,7.669328078627586,6.064751422826694
189,188,310,1,7.0655194744467735,5.860201791098313
190,160,309,1,5.5063921748660505,-0.7928079530779539
191,141,309,1,2.678922861814499,16.027678854393663
192,246,297,1,18.72474855929613,-6.776498053545398
193,333,289,1,15.673429150134325,-5.80851949008667
194,414,284,1,19.023929342627525,-2.1086401651616815
195,537,281,1,17.502693285234272,0.344966410336473
196,639,282,1,16.528076693415642,2.5335132183184483
197,725,286,1,17.097512036561966,3.958608000773013
198,787,290,1,17.10883340239525,4.91369533313326
199,875,298,1,16.66620757803321,5.6658193864537045
200,977,313,1,16.35803458094597,9.48573977222492
201,1068,328,1,17.350777827203274,10.15543652974268
202,1150,344,1,16.37832809984684,12.40436026857544
203,1223,361,1,18.553723476827145,13.737550617637735
204,1291,378,1,18.82097615301609,16.55106278692437
205,1362,399,1,16.918585419654846,19.333596817122178
206,1423,420,1,14.10837046802044,21.098923569410662
207,1512,451,1,15.03667202591896,19.979814201787867
208,1565,474,1,15.191243916749954,24.806866555581706
209,1626,503,1,14.984124571084976,26.727018102609115
210,1682,532,1,14.569163918495178,29.040138726944758
211,1735,561,1,14.75787103176117,30.059287178462263
212,1782,590,1,14.300342798233032,36.411040456968045
213,0,0,0,-inf,-inf
214,1887,662,1,6.402953922748566,38.24283360675833
215,1903,674,1,6.053337901830673,47.67336144487902
216,0,0,0,-inf,-inf
217,0,0,0,-inf,-inf
218,0,0,0,-inf,-inf
219,0,0,0,-inf,-inf
220,0,0,0,-inf,-inf
221,0,0,0,-inf,-inf
222,0,0,0,-inf,-inf
223,1668,391,1,0.5,90.0
224,0,0,0,-inf,-inf
225,0,0,0,-inf,-inf
226,0,0,0,-inf,-inf
227,0,0,0,-inf,-inf
228,0,0,0,-inf,-inf
229,0,0,0,-inf,-inf
230,0,0,0,-inf,-inf
231,0,0,0,-inf,-inf
232,0,0,0,-inf,-inf
233,0,0,0,-inf,-inf
234,0,0,0,-inf,-inf
235,0,0,0,-inf,-inf
236,0,0,0,-inf,-inf
237,0,0,0,-inf,-inf
238,0,0,0,-inf,-inf
239,0,0,0,-inf,-inf
240,0,0,0,-inf,-inf
241,0,0,0,-inf,-inf
242,0,0,0,-inf,-inf
243,0,0,0,-inf,-inf
244,0,0,0,-inf,-inf
245,0,0,0,-inf,-inf
246,0,0,0,-inf,-inf
247,0,0,0,-inf,-inf
248,0,0,0,-inf,-inf
249,0,0,0,-inf,-inf
250,0,0,0,-inf,-inf
251,0,0,0,-inf,-inf
252,0,0,0,-inf,-inf
253,0,0,0,-inf,-inf
254,0,0,0,-inf,-inf
255,0,0,0,-inf,-inf
256,0,0,0,-inf,-inf
257,0,0,0,-inf,-inf
258,0,0,0,-inf,-inf
259,0,0,0,-inf,-inf
260,0,0,0,-inf,-inf
261,0,0,0,-inf,-inf
262,0,0,0,-inf,-inf
263,0,0,0,-inf,-inf
264,0,0,0,-inf,-inf
265,200,1060,1,3.3092695623636246,72.81339391340077
266,0,0,0,-inf,-inf
267,0,0,0,-inf,-inf
268,700,3,1,3.0,0.0
269,0,0,0,-inf,-inf
270,0,0,0,-inf,-inf
271,0,0,0,-inf,-inf
272,0,0,0,-inf,-inf
273,0,0,0,-inf,-inf
274,0,0,0,-inf,-inf
275,590,1037,1,4.59121772646904,-7.386403015832525
276,605,1035,1,1.6949821710586548,13.776405786941627
277,611,1037,1,3.0,0.0
278,0,0,0,-inf,-inf
279,0,0,0,-inf,-inf
280,0,0,0,-inf,-inf
281,0,0,0,-inf,-inf
282,630,112,1,1.0,90.0
283,0,0,0,-inf,-inf
284,0,0,0,-inf,-inf
285,0,0,0,-inf,-inf
286,0,0,0,-inf,-inf
287,602,108,1,2.0,90.0
288,582,110,1,4.078807003796101,5.629843861322051
289,570,111,1,4.090313948690891,6.805282147213577
290,557,112,1,4.107971400022507,9.125564911701053
291,544,111,1,2.6944422721862793,27.293916512373755
292,530,120,1,0.5,0.0
293,0,0,0,-inf,-inf
294,0,0,0,-inf,-inf
295,424,1037,1,1.7880100011825562,48.97173590502274
296,0,0,0,-inf,-inf
297,0,0,0,-inf,-inf
298,0,0,0,-inf,-inf
299,0,0,0,-inf,-inf
300,0,0,0,-inf,-inf
301,0,0,0,-inf,-inf
302,0,0,0,-inf,-inf
303,0,0,0,-inf,-inf
304,502,110,1,2.061552919447422,-14.036243467904843
305,494,108,1,1.5539612025022507,82.20359453036681
306,488,107,1,2.1213203072547913,45.000000000141135
307,0,0,0,-inf,-inf
308,0,0,0,-inf,-inf
309,0,0,0,-inf,-inf
310,0,0,0,-inf,-inf
311,0,0,0,-inf,-inf
312,0,0,0,-inf,-inf
313,0,0,0,-inf,-inf
314,0,0,0,-inf,-inf
315,530,6,1,2.499529242515564,52.01812173396324
316,0,0,0,-inf,-inf
317,0,0,0,-inf,-inf
318,0,0,0,-inf,-inf
319,240,243,1,3.161923348903656,-19.292699096330683
320,219,252,1,4.69914673268795,-26.268966393107867
321,198,261,1,4.470077812671661,-24.826599491434255
322,200,269,1,6.664788067340851,10.555333765091785
323,231,274,1,7.561970680952072,9.549288411466248
324,273,280,1,9.21879306435585,11.797020884971307
325,306,286,1,9.314250148832798,11.20550379437313
326,347,296,1,9.465956032276154,14.633172273396381
327,388,306,1,9.002788543701172,16.597621057697317
328,419,316,1,8.887027144432068,20.079202798952682
329,462,329,1,9.355524450540543,20.00383611082286
330,491,342,1,8.075955659151077,23.008002905397216
331,529,358,1,10.053949758410454,24.229836691716482
332,571,376,1,9.389878123998642,26.928365596539408
333,603,385,1,6.039060588926077,2.5901181226387133
334,637,376,1,7.352497041225433,-23.141074401361784
335,664,366,1,8.077730387449265,-21.917367840124424
336,695,355,1,7.250083029270172,-21.15105276056101
337,722,347,1,6.958788946270943,-18.779945516664252
338,752,339,1,7.638917952775955,-14.18267161707766
339,783,332,1,7.157902017235756,-11.133129256909546
340,809,327,1,7.15484132617712,-10.162849326918781
341,839,322,1,6.649087086319923,-8.367130820255392
342,867,319,1,6.059849560260773,-4.4876464554037305
343,894,317,1,5.532699480652809,-2.0820603936376676
344,922,316,1,6.0,0.0
345,955,317,1,6.02125209197402,0.8361971805406865
346,976,317,1,6.546825975179672,1.9297803307764883
347,1004,319,1,6.233239322900772,8.686842657039195
348,1038,323,1,6.28404039144516,11.946168335061659
349,1066,327,1,6.670511670410633,12.433203800103966
350,1092,333,1,6.79843407869339,15.61226069445431
351,1114,339,1,6.799729645252228,16.117422927574076
352,1141,347,1,7.150672525167465,22.026201082521453
353,1167,355,1,7.353617683053017,23.238661881478144
354,1192,366,1,7.158181428909302,25.592717762264577
355,1217,376,1,7.376531824469566,26.01381850242152
356,1241,387,1,6.934535890817642,26.932479912368603
357,1265,400,1,6.945999920368195,30.715001653114147
358,1290,416,1,6.791922897100449,33.11036293426706
359,1309,427,1,6.509971410036087,35.52070841168596
360,1342,438,1,5.192929059267044,-10.845089250178317
361,1362,432,1,7.155149400234222,-22.917836622693557
362,1388,423,1,6.7972486317157745,-18.937491825527967
363,1418,414,1,6.312213242053986,-14.854869151004936
364,1442,406,1,5.501527115702629,-16.348091008625577
365,1471,401,1,6.168832764029503,-9.936480592818377
366,1492,397,1,6.1583459079265594,-8.749149463008958
367,1518,393,1,6.077620305120945,-7.106180593073143
368,1541,391,1,6.019034696742892,-3.3771560385908717
369,1570,389,1,6.028072582557797,-1.7733859183096097
370,1588,390,1,4.607269749045372,10.640782869369058
371,1540,381,1,9.54442684352398,8.362644646881128
372,1498,376,1,12.09331849962473,7.316633938257394
373,1446,371,1,11.594126086682081,6.06712140724782
374,1379,367,1,12.570709649473429,3.697124674659058
375,1326,365,1,12.514405091758817,0.5742061565758658
376,1273,365,1,11.5,0.0
377,1220,366,1,12.538324592635036,-1.6659582708597516
378,1168,369,1,12.134474858641624,-5.3677806424456715
379,1114,374,1,12.141649693250656,-5.87218874554033
380,1071,379,1,11.660514742136002,-7.256407170175291
381,1022,387,1,12.16543236374855,-9.23769732446658
382,971,392,1,10.511879628524184,-2.834452086735354
383,931,394,1,9.544575951993465,-3.677100285265406
384,893,397,1,9.154019892215729,-5.6936984206421455
385,853,402,1,9.601754307746887,-5.6736561083758215
386,810,408,1,9.215959519147873,-10.930891638254398
387,772,416,1,9.44603955745697,-13.119618818779578
388,734,423,1,8.73209661245346,-13.384089358799567
389,698,431,1,9.218314170837402,-11.592614911698115
390,663,427,1,9.013745158910751,19.12845556816386
391,629,418,1,8.85689839720726,14.868019374161737
392,593,409,1,8.859633684158325,15.853095090989184
393,560,402,1,8.84980133920908,13.63709013608367
394,525,397,1,8.702883630990982,8.550357137802614
395,498,393,1,8.55859787762165,6.84450623479689
396,466,389,1,8.55376522243023,4.77966093812948
397,435,388,1,8.044034097343683,3.27196879029148
398,401,387,1,7.511835232377052,1.7635412483586161
399,372,388,1,8.00178744981531,-0.21105627298608748
400,344,388,1,6.598780062049627,-4.565866223370783
401,315,390,1,6.572159305214882,-6.670880601748584
402,288,395,1,6.27761235833168,-11.449736325595495
403,260,400,1,5.8270633816719055,-14.655003535457736
404,232,406,1,6.302684992551804,-13.66874266307362
405,206,413,1,5.5688949674367905,-21.56473560257055
406,182,420,1,6.324532151222229,-18.58937403676177
407,159,429,1,6.028633281588554,-20.700566651428566
408,135,438,1,6.248414903879166,-24.442721491400007
409,108,451,1,5.828880280256271,-29.43642922567257
410,90,461,1,6.519191563129425,-32.57767445800089
411,68,473,1,5.567482262849808,-31.72880552518294
412,46,487,1,6.100908428430557,-36.588631267690836
413,26,501,1,6.10033842921257,-36.7703432192742
414,13,513,1,4.668016880750656,-40.26883889599228
415,42,497,1,9.270942479372025,-31.68181004085566
416,80,478,1,10.359093815088272,-29.873041809499647
417,128,454,1,10.511851474642754,-25.51739116965693
418,167,438,1,8.730714097619057,-22.59948918985944
419,209,421,1,11.883467301726341,-21.37020493878913
420,253,405,1,11.22851476073265,-18.748647230821216
421,289,394,1,11.117800921201706,-20.502027990909014
422,338,379,1,10.920121192932129,-16.106559908618056
423,383,367,1,10.568693861365318,-15.266272969296688
424,423,359,1,10.195237904787064,-9.967027756567191
425,466,352,1,9.798414818942547,-10.65285017090652
426,509,345,1,9.10899318382144,-6.160035489902402
427,545,342,1,9.503460600972176,-5.598805974156895
428,594,338,1,9.547236651182175,-4.109364484389259
429,628,336,1,9.029734004288912,-2.0265667723181515
430,669,335,1,8.503948311321437,0.4877474638040549
431,711,336,1,9.512791369110346,2.515940661870794
432,748,338,1,9.053045108914375,5.037523799299439
433,789,341,1,9.609060537070036,6.544937534837412
434,829,345,1,9.69633138179779,9.050031359219878
435,868,352,1,8.926099136471748,11.437430917345333
436,903,357,1,9.935242861509323,13.291806222343073
437,941,366,1,8.495297715067863,14.43534673010042
438,977,375,1,7.901240885257721,16.51176050907168
439,1000,374,1,4.452657341957092,-31.914589808245605
440,1020,362,1,5.589244514703751,-27.60771264749118
441,1038,355,1,5.1325138211250305,-24.63584279402742
442,1055,347,1,4.906499087810516,-19.0717297834283
443,1071,342,1,4.910088032484055,-19.588758287630156
444,1088,337,1,4.261940211057663,-16.62291371892359
445,1105,332,1,4.101092264056206,-8.11299970569438
446,1123,329,1,4.600346401333809,-8.864185888402403
447,1139,327,1,4.022724507376552,-3.4246327789761746
448,1156,327,1,4.5,0.0
449,1171,327,1,3.5778905004262924,5.341269951980738
450,1187,328,1,4.061350606381893,4.107260203217037
451,1203,329,1,4.1140628308057785,10.24086480918976
452,1218,332,1,4.215727292001247,11.245911294928769
453,1234,337,1,4.117190957069397,17.105631160004116
454,1249,341,1,4.270295977592468,22.17530290525383
455,1263,347,1,4.701692700386047,27.38961551745306
456,1279,354,1,4.253961533308029,25.823426732303687
457,1291,361,1,4.283379793167114,30.325811479111668
458,1306,370,1,4.598887264728546,36.66307641487759
459,1320,380,1,4.091021418571472,37.29325823174803
460,1335,390,1,4.295498371124268,38.4785035060319
461,1347,400,1,4.606450736522675,42.77630757493241
462,1359,412,1,4.280857056379318,41.10727141114464
463,1373,426,1,4.605558305978775,46.94867003879544
464,1390,428,1,6.102445036172867,-34.04587076465642
465,1407,417,1,5.690108269453049,-34.35274631144752
466,1427,404,1,5.146090447902679,-30.537728831563587
467,1446,394,1,4.0290547311306,-27.90693875686833
468,1464,386,1,4.92442262172699,-23.868025220777756
469,1479,379,1,4.916405111551285,-20.69124327893626
470,1496,372,1,4.434581279754639,-19.134562024110252
471,1512,367,1,4.740683734416962,-16.48984780604356
472,1529,362,1,4.2616632133722305,-16.569090451662422
473,1545,359,1,4.013176791369915,-12.534358354490948
474,1561,357,1,3.5651703868061304,-2.63119769982067
475,1576,355,1,3.571809358894825,-4.833149545644385
476,1591,354,1,3.547017928212881,-2.963423967950264
477,1603,356,1,3.6333420276641846,12.465251762916928
478,1620,357,1,4.0310423001646996,7.499823356815024
479,1632,359,1,3.6363928020000458,13.374975093426974
480,1646,362,1,3.615073561668396,22.66185076245516
481,1659,367,1,3.639079749584198,14.618926118066884
482,1671,371,1,3.3488859683275223,23.369356752406773
483,1683,377,1,3.3540351390838623,26.926197162716576
484,1695,384,1,3.33839875459671,32.11150581713181
485,1707,391,1,3.2012375593185425,37.8440471434177
486,1718,400,1,3.5299092531204224,41.76771224011072
487,1729,409,1,3.1819807291030884,44.999999999812566
488,1740,418,1,3.6013511419296265,36.4558321213132
489,1750,429,1,3.19351464509964,42.723116010151415
490,1757,441,1,3.562141478061676,62.17867683888571
491,1764,452,1,4.594258606433868,54.10059201611287
492,1777,466,1,3.9510785341262817,48.81771647659527
493,1786,480,1,3.2959124743938446,52.74682086202413
494,1767,469,1,8.901209652423859,37.282761136905826
495,1732,444,1,9.707666128873825,35.133706582717
496,1700,423,1,10.54014539718628,33.57102010428912
497,1666,402,1,10.12310928106308,32.05300657333806
498,1634,382,1,10.11924433708191,31.10748975699826
499,1600,365,1,9.616357073187828,28.851909577837542
500,1565,347,1,10.061981230974197,27.025247991645525
501,1532,332,1,9.846390545368195,25.245006642682007
502,1497,317,1,9.390813320875168,23.67468540929127
503,1462,304,1,9.652913615107536,22.834631850651064
504,1430,292,1,9.835042834281921,20.927336667209566
505,1398,282,1,8.860020890831947,16.42786097521597
506,1359,271,1,0.5,0.0
507,1325,264,1,9.315151520073414,11.279522822351343
508,1294,259,1,8.622127152979374,12.655209846279739
509,1260,253,1,9.123844429850578,8.998056124824554
510,1227,249,1,8.623816721141338,7.6159256151524675
511,1193,246,1,9.049631707370281,4.297680132447329
512,1160,245,1,8.510457093827426,1.5589604173526321
513,1128,245,1,8.0,0.0
514,1095,245,1,8.019638443365693,-1.2310805414009787
515,1065,248,1,7.16629920899868,-5.800953581060374
516,1031,250,1,8.107104174792767,-5.513122137859473
517,999,255,1,8.135497100651264,-8.842932505314293
518,969,260,1,7.64816265553236,-11.870873635492623
519,939,267,1,7.278346121311188,-14.684276006609284
520,909,274,1,6.793662488460541,-14.489437452793188
521,880,282,1,7.43227331340313,-18.83399580693393
522,851,292,1,6.677752196788788,-21.10364881714336
523,826,301,1,6.953438773751259,-24.222229136552315
524,795,315,1,7.375148966908455,-25.759106247155128
525,767,328,1,7.379162788391113,-26.60100891115521
526,741,340,1,6.944138124585152,-28.852967873903275
527,714,355,1,7.382411643862724,-28.293283788598885
528,689,369,1,8.046905636787415,-33.281328173373424
529,663,381,1,4.132024716585875,5.848384909298004
530,641,370,1,6.923489063978195,34.89316209619156
531,619,355,1,7.494024842977524,34.58254767510136
532,599,343,1,6.518540471792221,31.65459503535895
533,578,331,1,6.511171668767929,29.626925317355994
534,559,321,1,5.1375952064991,32.66551322563393
535,539,311,1,6.035996466875076,26.89475782148276
536,518,302,1,5.851558238267899,20.92559403704763
537,500,295,1,5.8497092723846436,21.70435791063378
538,481,290,1,5.849297523498535,18.132567606888117
539,461,284,1,5.204908676445484,12.319428286703552
540,444,280,1,5.194803036749363,11.050373574991466
541,424,277,1,5.090829953551292,8.06225889965036
542,406,275,1,4.499387115240097,0.9459117463976972
543,388,274,1,4.510113357566297,1.289641602227185
544,370,274,1,4.067273855209351,4.59657879818853
545,355,275,1,4.034994848072529,-2.1699098412474336
546,338,276,1,3.608067110180855,-8.343953383524218
547,321,280,1,4.118907302618027,-11.450470619546547
548,305,284,1,3.7824846506118774,-16.576926076493372
549,288,288,1,3.78339584171772,-16.696884724835016
550,275,294,1,3.807450979948044,-24.065211510645728
551,260,300,1,3.9695081412792206,-19.713901098018102
552,244,308,1,3.800701305270195,-26.718942562416746
553,231,315,1,4.469537436962128,-28.518371416490215
554,216,324,1,4.0190790593624115,-34.17613868479201
555,202,334,1,4.714768618345261,-33.763973728423096
556,189,344,1,4.280857056379318,-41.10727141122355
557,177,355,1,4.604475378990173,-46.651783703554564
558,166,366,1,3.895221382379532,-46.113075836649664
559,152,381,1,3.535533845424652,0.0
560,141,394,1,4.413420796394348,-54.14031394021259
561,130,407,1,4.238415241241455,-47.557348226110214
562,120,421,1,4.596904844045639,-53.680762041904224
563,116,430,1,4.547866344451904,-39.99822759983846
564,149,410,1,9.156487107276917,-33.89625680187774
565,181,391,1,10.124222576618195,-32.84479427005696
566,224,365,1,10.72819709777832,-29.865623121363065
567,255,350,1,11.411204531788826,-29.74213529195396
568,299,327,1,11.629671812057495,-25.33015993259574
569,334,312,1,10.964977532625198,-23.502675454753092
570,373,296,1,11.231758654117584,-22.44776453575788
571,407,284,1,10.43321904540062,-18.81044657793004
572,447,271,1,10.59194427728653,-17.95740805552005
573,482,261,1,9.460291475057602,-14.1480748465074
574,521,251,1,9.328179754316807,-12.548886266265018
575,555,244,1,10.010854661464691,-10.761252352292336
576,592,238,1,9.114376321434975,-6.810945510801663
577,628,233,1,8.683039486408234,-7.162616696754469
578,660,230,1,9.051778592169285,-4.723001673802319
579,695,228,1,9.048133358359337,-4.047006007734205
580,731,227,1,8.501309990067966,0.15359736520920417
581,765,227,1,8.542460322380066,3.188249313471768
582,796,229,1,8.08773672580719,4.160056523865361
583,834,231,1,7.625146776437759,6.828630111669608
584,864,235,1,7.35063736140728,11.1146958525582
585,900,241,1,7.749706387519836,11.694882896949109
586,928,246,1,7.397736191749573,14.067777041439262
587,960,254,1,7.563167750835419,16.460322366042654
588,989,262,1,7.579284608364105,17.5876927386379
589,1019,271,1,7.7920413464307785,21.20691719568627
590,1048,281,1,8.274504274129868,23.767408994587385
591,1083,295,1,8.038100898265839,25.308442608817415
